district_id,funding_year,name,state_code,fit_for_ia,fit_for_ia_cost,num_students,num_schools,ia_bw_mbps_total,ia_monthly_cost_total,ia_monthly_cost_total_extrap,meeting_2018_goal_oversub,projected_mrc_1g,projected_mrc_10g,multiple_10G_no_oversub,projected_mrc_10g_10kplus_no_oversub,projected_isp_3,projected_isp_49,projected_isp_74,total_projected_cost3,total_projected_cost49,total_projected_cost74
881694,2019,Bessemer City School District,AL,True,True,3605.0,7.0,1500,5076.26,5076.26,False,0.0,2200.0,0.0,0.0,183.855,300.2965,453.509,2383.855,2500.2965,2653.509
881699,2019,Bibb County School District,AL,True,True,3291.0,9.0,1000,5409.41,5409.41,False,0.0,2200.0,0.0,0.0,167.841,274.1403,414.00780000000003,2367.841,2474.1403,2614.0078
881705,2019,Birmingham City School District,AL,True,True,23141.0,42.0,4500,10196.12,10196.12,False,0.0,0.0,3.0,6600.0,1180.191,1927.6453000000001,2911.1378,7780.191,8527.6453,9511.1378
881720,2019,Blount County School District,AL,True,True,7793.0,14.0,2000,24164.59,24164.59,False,0.0,2200.0,0.0,0.0,397.44300000000004,649.1569000000001,980.3594000000002,2597.443,2849.1569,3180.3594000000003
881443,2019,Boaz City School System,AL,True,True,2389.0,5.0,1500,6610.84,6610.84,False,0.0,2200.0,0.0,0.0,121.83900000000001,199.0037,300.5362,2321.839,2399.0037,2500.5362
881725,2019,Brewton City School District,AL,True,True,1113.0,3.0,1000,3317.55,3317.55,False,0.0,2200.0,0.0,0.0,56.763,92.7129,140.0154,2256.763,2292.7129,2340.0154
881732,2019,Bullock County School District,AL,True,True,1476.0,4.0,1000,12091.31,12091.31,False,0.0,2200.0,0.0,0.0,75.276,122.9508,185.6808,2275.276,2322.9508,2385.6808
881737,2019,Butler County School District,AL,True,True,3131.0,6.0,1500,5432.58,5432.58,False,0.0,2200.0,0.0,0.0,159.68099999999998,260.8123,393.8798,2359.681,2460.8123,2593.8798
881743,2019,Calhoun County School District,AL,True,True,8888.0,16.0,2500,12671.7,12671.7,False,0.0,2200.0,0.0,0.0,453.288,740.3704,1118.1104,2653.288,2940.3704,3318.1104
881750,2019,Chambers County School District,AL,True,True,3651.0,10.0,1000,3904.27,3904.27,False,0.0,2200.0,0.0,0.0,186.20100000000002,304.1283,459.29580000000004,2386.201,2504.1283,2659.2958
881759,2019,Cherokee County School District,AL,True,True,4021.0,7.0,1500,8720.66,8720.66,False,0.0,2200.0,0.0,0.0,205.071,334.9493,505.84180000000003,2405.071,2534.9493,2705.8418
881654,2019,Chickasaw City,AL,True,True,1056.0,2.0,1000,3824.07,3824.07,False,0.0,2200.0,0.0,0.0,53.856,87.9648,132.8448,2253.856,2287.9648,2332.8448
881763,2019,Chilton County School District,AL,True,True,7756.0,11.0,2500,13782.05,13782.05,False,0.0,2200.0,0.0,0.0,395.556,646.0748,975.7048,2595.556,2846.0748,3175.7048
881769,2019,Choctaw County School District,AL,True,True,1417.0,4.0,1000,10006.11,10006.11,False,0.0,2200.0,0.0,0.0,72.267,118.0361,178.2586,2272.267,2318.0361,2378.2586
881782,2019,Clarke County School District,AL,True,True,2691.0,7.0,1000,3403.91,3403.91,False,0.0,2200.0,0.0,0.0,137.241,224.1603,338.5278,2337.241,2424.1603,2538.5278
881787,2019,Clay County School District,AL,True,True,1936.0,4.0,1000,2425.0,2425.0,False,0.0,2200.0,0.0,0.0,98.736,161.2688,243.5488,2298.736,2361.2688,2443.5488
881792,2019,Cleburne County School District,AL,True,True,2614.0,7.0,1000,8519.8,8519.8,False,0.0,2200.0,0.0,0.0,133.31400000000002,217.74620000000002,328.8412,2333.314,2417.7462,2528.8412
881798,2019,Coffee County Board Of Education,AL,True,True,2148.0,4.0,1000,4190.32,4190.32,False,0.0,2200.0,0.0,0.0,109.548,178.9284,270.21840000000003,2309.548,2378.9284,2470.2184
881806,2019,Colbert County School District,AL,True,True,2619.0,8.0,1000,3979.64,3979.64,False,0.0,2200.0,0.0,0.0,133.569,218.1627,329.47020000000003,2333.569,2418.1627,2529.4702
881811,2019,Conecuh County Schools,AL,True,True,1858.0,6.0,1000,3231.18,3231.18,False,0.0,2200.0,0.0,0.0,94.758,154.7714,233.7364,2294.758,2354.7714,2433.7364
881824,2019,Coosa County School District,AL,True,True,980.0,4.0,1000,3985.09,3985.09,True,1100.0,0.0,0.0,0.0,49.980000000000004,81.63400000000001,123.28400000000002,1149.98,1181.634,1223.284
881830,2019,Covington County School District,AL,True,True,3121.0,9.0,1500,5611.61,5611.61,False,0.0,2200.0,0.0,0.0,159.17100000000002,259.9793,392.6218,2359.171,2459.9793,2592.6218
881836,2019,Crenshaw County School District,AL,True,True,2293.0,3.0,1500,5288.53,5288.53,False,0.0,2200.0,0.0,0.0,116.943,191.0069,288.4594,2316.943,2391.0069,2488.4594
881842,2019,Cullman City School District,AL,True,True,3094.0,5.0,2500,10459.86,10459.86,False,0.0,2200.0,0.0,0.0,157.794,257.7302,389.22520000000003,2357.794,2457.7302,2589.2252
881847,2019,Cullman County School District,AL,True,True,9477.0,25.0,3000,8771.18,8771.18,False,0.0,2200.0,0.0,0.0,483.327,789.4341000000001,1192.2066,2683.327,2989.4341,3392.2066
881851,2019,Dale County School District,AL,True,True,3135.0,7.0,1500,5293.9,5293.9,False,0.0,2200.0,0.0,0.0,159.88500000000002,261.1455,394.38300000000004,2359.885,2461.1455,2594.383
881854,2019,Daleville City School District,AL,True,True,1004.0,2.0,1000,3926.03,3926.03,False,0.0,2200.0,0.0,0.0,51.204,83.6332,126.3032,2251.204,2283.6332,2326.3032
881860,2019,Dallas County School District,AL,True,True,3145.0,12.0,1500,6421.98,6421.98,False,0.0,2200.0,0.0,0.0,160.395,261.97850000000005,395.6410000000001,2360.395,2461.9785,2595.641
881865,2019,De Kalb County School District,AL,True,True,9023.0,13.0,3000,10469.31,10469.31,False,0.0,2200.0,0.0,0.0,460.173,751.6159,1135.0934,2660.173,2951.6159,3335.0933999999997
881871,2019,Decatur City School District,AL,True,True,8746.0,19.0,3000,6693.09,6693.09,False,0.0,2200.0,0.0,0.0,446.04600000000005,728.5418000000001,1100.2468000000001,2646.0460000000003,2928.5418,3300.2468
881876,2019,Demopolis City School District,AL,True,True,2296.0,4.0,1500,5076.26,5076.26,False,0.0,2200.0,0.0,0.0,117.096,191.25680000000003,288.83680000000004,2317.096,2391.2568,2488.8368
881881,2019,Dothan City School District,AL,True,True,9213.0,17.0,2000,6401.59,6401.59,False,0.0,2200.0,0.0,0.0,469.863,767.4429,1158.9954,2669.863,2967.4429,3358.9954
881886,2019,Elba City,AL,True,True,613.0,2.0,1000,4006.84,4006.84,True,1100.0,0.0,0.0,0.0,31.263,51.062900000000006,77.11540000000001,1131.263,1151.0629,1177.1154
881892,2019,Elmore County School District,AL,True,True,11417.0,14.0,2250,12974.1,12974.1,False,0.0,0.0,2.0,4400.0,582.267,951.0361,1436.2586000000001,4982.267,5351.0361,5836.2586
881897,2019,Enterprise City School District,AL,True,True,7052.0,9.0,3000,8734.96,8734.96,False,0.0,2200.0,0.0,0.0,359.65200000000004,587.4316000000001,887.1416000000002,2559.652,2787.4316,3087.1416
881902,2019,Escambia County School District,AL,True,True,4151.0,13.0,2000,4428.09,4428.09,False,0.0,2200.0,0.0,0.0,211.70100000000002,345.7783,522.1958000000001,2411.701,2545.7783,2722.1958
881907,2019,Etowah County School District,AL,True,True,8764.0,22.0,2000,10830.13,10830.13,False,0.0,2200.0,0.0,0.0,446.964,730.0412,1102.5112000000001,2646.964,2930.0412,3302.5112
881920,2019,Eufaula City Schools,AL,True,True,3949.0,4.0,2000,2926.16,2926.16,False,0.0,2200.0,0.0,0.0,201.399,328.9517,496.7842,2401.399,2528.9517,2696.7842
881925,2019,Fairfield City School District,AL,True,True,1740.0,4.0,1000,3985.09,3985.09,False,0.0,2200.0,0.0,0.0,88.74,144.942,218.892,2288.74,2344.942,2418.892
881931,2019,Fayette County School District,AL,True,True,2375.0,6.0,1500,8292.27,8292.27,False,0.0,2200.0,0.0,0.0,121.12500000000001,197.83750000000003,298.77500000000003,2321.125,2397.8375,2498.775
881936,2019,Florence City School District,AL,True,True,4416.0,7.0,1000,2200.0,2200.0,False,0.0,2200.0,0.0,0.0,225.216,367.8528,555.5328000000001,2425.216,2567.8528,2755.5328
881941,2019,Fort Payne City School District,AL,True,True,3221.0,4.0,2500,10559.34,10559.34,False,0.0,2200.0,0.0,0.0,164.27100000000002,268.3093,405.20180000000005,2364.271,2468.3093,2605.2018
881946,2019,Franklin County School District,AL,True,True,3607.0,8.0,2000,7336.81,7336.81,False,0.0,2200.0,0.0,0.0,183.95700000000002,300.4631,453.7606,2383.957,2500.4631,2653.7606
881951,2019,Gadsden City School District,AL,True,True,5166.0,12.0,2500,13695.69,13695.69,False,0.0,2200.0,0.0,0.0,263.466,430.3278,649.8828,2463.466,2630.3278,2849.8828
881954,2019,Geneva City School District,AL,True,True,1269.0,3.0,1000,7243.02,7243.02,False,0.0,2200.0,0.0,0.0,64.71900000000001,105.7077,159.64020000000002,2264.719,2305.7077,2359.6402
